# Region            : cellZone slabA
# Cells             : 26
# Volume            : 7.139798445863e-09
# Time              	volAverage(p)
903                 	8.472929667108e+03
904                 	8.472929667186e+03
905                 	8.472929667156e+03
906                 	8.472929666842e+03
907                 	8.472929666704e+03
908                 	8.472929667126e+03
909                 	8.472929667377e+03
910                 	8.472929667298e+03
911                 	8.472929667282e+03
912                 	8.472929667082e+03
913                 	8.472929666956e+03
914                 	8.472929666670e+03
915                 	8.472929666997e+03
916                 	8.472929667261e+03
917                 	8.472929667314e+03
918                 	8.472929667036e+03
919                 	8.472929666934e+03
920                 	8.472929666764e+03
921                 	8.472929666919e+03
922                 	8.472929667142e+03
923                 	8.472929667232e+03
924                 	8.472929667247e+03
925                 	8.472929667305e+03
926                 	8.472929667047e+03
927                 	8.472929666803e+03
928                 	8.472929666802e+03
929                 	8.472929667051e+03
930                 	8.472929667419e+03
931                 	8.472929667213e+03
932                 	8.472929666964e+03
933                 	8.472929666972e+03
934                 	8.472929666850e+03
935                 	8.472929666997e+03
936                 	8.472929667184e+03
937                 	8.472929667187e+03
938                 	8.472929667077e+03
939                 	8.472929667278e+03
940                 	8.472929667025e+03
941                 	8.472929666909e+03
942                 	8.472929666771e+03
943                 	8.472929667232e+03
944                 	8.472929667242e+03
945                 	8.472929667146e+03
946                 	8.472929666970e+03
947                 	8.472929666961e+03
948                 	8.472929667170e+03
949                 	8.472929667296e+03
950                 	8.472929666986e+03
951                 	8.472929666733e+03
952                 	8.472929666996e+03
953                 	8.472929667269e+03
954                 	8.472929667139e+03
955                 	8.472929667035e+03
956                 	8.472929667034e+03
957                 	8.472929666868e+03
958                 	8.472929667093e+03
959                 	8.472929667197e+03
960                 	8.472929667166e+03
961                 	8.472929667232e+03
962                 	8.472929667035e+03
963                 	8.472929666946e+03
964                 	8.472929667035e+03
965                 	8.472929667084e+03
966                 	8.472929667191e+03
967                 	8.472929666952e+03
968                 	8.472929666945e+03
969                 	8.472929667254e+03
970                 	8.472929667010e+03
971                 	8.472929667099e+03
972                 	8.472929666919e+03
973                 	8.472929666910e+03
974                 	8.472929667093e+03
975                 	8.472929667447e+03
976                 	8.472929667069e+03
977                 	8.472929666892e+03
978                 	8.472929666786e+03
979                 	8.472929667124e+03
980                 	8.472929667402e+03
981                 	8.472929667211e+03
