# Region            : cellZone slabB
# Cells             : 30
# Volume            : 6.972459419800e-09
# Time              	volAverage(p)
675                 	1.654606384887e+03
676                 	1.654606384889e+03
677                 	1.654606384892e+03
678                 	1.654606384901e+03
679                 	1.654606384903e+03
680                 	1.654606384901e+03
681                 	1.654606384896e+03
682                 	1.654606384896e+03
683                 	1.654606384908e+03
684                 	1.654606384908e+03
685                 	1.654606384895e+03
686                 	1.654606384884e+03
687                 	1.654606384866e+03
688                 	1.654606384914e+03
689                 	1.654606384926e+03
690                 	1.654606384914e+03
691                 	1.654606384877e+03
692                 	1.654606384872e+03
693                 	1.654606384901e+03
694                 	1.654606384917e+03
695                 	1.654606384913e+03
696                 	1.654606384887e+03
697                 	1.654606384887e+03
698                 	1.654606384896e+03
699                 	1.654606384908e+03
700                 	1.654606384917e+03
701                 	1.654606384900e+03
702                 	1.654606384883e+03
703                 	1.654606384898e+03
704                 	1.654606384901e+03
705                 	1.654606384901e+03
706                 	1.654606384894e+03
707                 	1.654606384884e+03
708                 	1.654606384905e+03
709                 	1.654606384919e+03
710                 	1.654606384900e+03
711                 	1.654606384880e+03
712                 	1.654606384894e+03
713                 	1.654606384882e+03
714                 	1.654606384909e+03
715                 	1.654606384913e+03
716                 	1.654606384904e+03
717                 	1.654606384907e+03
718                 	1.654606384880e+03
719                 	1.654606384884e+03
720                 	1.654606384904e+03
721                 	1.654606384911e+03
722                 	1.654606384903e+03
723                 	1.654606384891e+03
724                 	1.654606384911e+03
725                 	1.654606384900e+03
726                 	1.654606384892e+03
727                 	1.654606384887e+03
728                 	1.654606384898e+03
729                 	1.654606384908e+03
730                 	1.654606384906e+03
731                 	1.654606384889e+03
732                 	1.654606384900e+03
733                 	1.654606384890e+03
734                 	1.654606384894e+03
735                 	1.654606384894e+03
736                 	1.654606384906e+03
737                 	1.654606384905e+03
738                 	1.654606384914e+03
739                 	1.654606384893e+03
740                 	1.654606384884e+03
741                 	1.654606384894e+03
742                 	1.654606384904e+03
743                 	1.654606384895e+03
744                 	1.654606384890e+03
745                 	1.654606384895e+03
746                 	1.654606384913e+03
747                 	1.654606384904e+03
748                 	1.654606384902e+03
749                 	1.654606384894e+03
750                 	1.654606384889e+03
751                 	1.654606384896e+03
752                 	1.654606384914e+03
753                 	1.654606384906e+03
754                 	1.654606384887e+03
755                 	1.654606384886e+03
756                 	1.654606384896e+03
757                 	1.654606384900e+03
758                 	1.654606384901e+03
759                 	1.654606384896e+03
760                 	1.654606384913e+03
761                 	1.654606384903e+03
762                 	1.654606384885e+03
763                 	1.654606384880e+03
764                 	1.654606384905e+03
765                 	1.654606384918e+03
766                 	1.654606384902e+03
767                 	1.654606384895e+03
768                 	1.654606384898e+03
769                 	1.654606384877e+03
770                 	1.654606384891e+03
771                 	1.654606384927e+03
772                 	1.654606384904e+03
773                 	1.654606384892e+03
774                 	1.654606384881e+03
775                 	1.654606384887e+03
776                 	1.654606384902e+03
777                 	1.654606384919e+03
778                 	1.654606384907e+03
779                 	1.654606384887e+03
780                 	1.654606384888e+03
781                 	1.654606384893e+03
782                 	1.654606384916e+03
783                 	1.654606384906e+03
784                 	1.654606384895e+03
785                 	1.654606384886e+03
786                 	1.654606384896e+03
787                 	1.654606384917e+03
788                 	1.654606384890e+03
789                 	1.654606384881e+03
790                 	1.654606384922e+03
791                 	1.654606384904e+03
