# Region            : cellZone slabA
# Cells             : 26
# Volume            : 7.139798445863e-09
# Time              	volAverage(p)
799                 	8.301005416440e+03
800                 	8.301005416591e+03
801                 	8.301005416768e+03
802                 	8.301005416547e+03
803                 	8.301005416790e+03
804                 	8.301005416641e+03
805                 	8.301005416475e+03
806                 	8.301005416292e+03
807                 	8.301005416650e+03
808                 	8.301005416659e+03
809                 	8.301005416881e+03
810                 	8.301005416485e+03
811                 	8.301005416458e+03
812                 	8.301005416353e+03
813                 	8.301005416512e+03
814                 	8.301005416724e+03
815                 	8.301005416912e+03
816                 	8.301005416493e+03
817                 	8.301005416505e+03
818                 	8.301005416432e+03
819                 	8.301005416599e+03
820                 	8.301005416663e+03
821                 	8.301005416611e+03
822                 	8.301005416559e+03
823                 	8.301005416561e+03
824                 	8.301005416420e+03
825                 	8.301005416645e+03
826                 	8.301005416848e+03
827                 	8.301005416657e+03
828                 	8.301005416736e+03
829                 	8.301005416676e+03
830                 	8.301005416306e+03
831                 	8.301005416261e+03
832                 	8.301005416590e+03
833                 	8.301005416807e+03
834                 	8.301005416662e+03
835                 	8.301005416432e+03
836                 	8.301005416565e+03
837                 	8.301005416605e+03
838                 	8.301005416822e+03
839                 	8.301005416743e+03
840                 	8.301005416450e+03
841                 	8.301005416444e+03
842                 	8.301005416367e+03
843                 	8.301005416733e+03
844                 	8.301005416780e+03
845                 	8.301005416844e+03
846                 	8.301005416573e+03
847                 	8.301005416611e+03
848                 	8.301005416410e+03
849                 	8.301005416376e+03
850                 	8.301005416692e+03
851                 	8.301005416726e+03
852                 	8.301005416608e+03
853                 	8.301005416443e+03
854                 	8.301005416437e+03
855                 	8.301005416404e+03
856                 	8.301005416854e+03
857                 	8.301005416780e+03
858                 	8.301005416575e+03
859                 	8.301005416408e+03
860                 	8.301005416542e+03
861                 	8.301005416549e+03
862                 	8.301005416854e+03
863                 	8.301005416639e+03
864                 	8.301005416330e+03
865                 	8.301005416495e+03
866                 	8.301005416517e+03
867                 	8.301005416845e+03
868                 	8.301005416686e+03
869                 	8.301005416516e+03
870                 	8.301005416435e+03
871                 	8.301005416726e+03
872                 	8.301005416737e+03
873                 	8.301005416630e+03
874                 	8.301005416456e+03
875                 	8.301005416565e+03
876                 	8.301005416668e+03
877                 	8.301005416648e+03
878                 	8.301005416538e+03
879                 	8.301005416520e+03
880                 	8.301005416590e+03
881                 	8.301005416680e+03
882                 	8.301005416505e+03
883                 	8.301005416624e+03
884                 	8.301005416684e+03
885                 	8.301005416650e+03
886                 	8.301005416388e+03
887                 	8.301005416581e+03
888                 	8.301005416442e+03
889                 	8.301005416671e+03
890                 	8.301005416546e+03
891                 	8.301005416669e+03
892                 	8.301005416618e+03
893                 	8.301005416886e+03
894                 	8.301005416628e+03
895                 	8.301005416416e+03
896                 	8.301005416479e+03
897                 	8.301005416571e+03
898                 	8.301005416665e+03
899                 	8.301005416592e+03
900                 	8.301005416462e+03
901                 	8.301005416533e+03
902                 	8.301005416611e+03
903                 	8.301005416584e+03
904                 	8.301005416527e+03
905                 	8.301005416598e+03
906                 	8.301005416817e+03
907                 	8.301005416496e+03
908                 	8.301005416574e+03
909                 	8.301005416422e+03
910                 	8.301005416439e+03
911                 	8.301005416947e+03
912                 	8.301005416879e+03
913                 	8.301005416580e+03
914                 	8.301005416426e+03
915                 	8.301005416543e+03
916                 	8.301005416716e+03
917                 	8.301005416530e+03
918                 	8.301005416365e+03
919                 	8.301005416362e+03
920                 	8.301005416725e+03
921                 	8.301005416705e+03
922                 	8.301005416727e+03
923                 	8.301005416479e+03
924                 	8.301005416708e+03
925                 	8.301005416585e+03
926                 	8.301005416441e+03
927                 	8.301005416386e+03
928                 	8.301005416589e+03
929                 	8.301005416767e+03
930                 	8.301005416644e+03
931                 	8.301005416671e+03
932                 	8.301005416523e+03
933                 	8.301005416419e+03
934                 	8.301005416491e+03
935                 	8.301005416842e+03
936                 	8.301005416682e+03
